room,points,boundary_points,boundary_fraction,subset,method,count,accuracy,mean_class_accuracy,miou
5_office_33,57985,584,0.01007157,all,ExactKNN,57985,0.95340174,0.92000479,0.88263095
5_office_33,57985,584,0.01007157,semantic_boundary,FlashKNN,584,0.67465753,0.69211249,0.53367883
5_office_33,57985,584,0.01007157,semantic_boundary,ExactKNN,584,0.67123288,0.68139125,0.48850274
5_office_33,57985,584,0.01007157,non_boundary,FlashKNN,57401,0.94717862,0.90858843,0.87038060
5_office_33,57985,584,0.01007157,non_boundary,ExactKNN,57401,0.95627254,0.92272719,0.88771352
5_hallway_4,67070,270,0.00402564,all,FlashKNN,67070,0.96548382,0.81796868,0.62693350
5_hallway_4,67070,270,0.00402564,all,ExactKNN,67070,0.97298345,0.92247646,0.75743807
5_hallway_4,67070,270,0.00402564,semantic_boundary,FlashKNN,270,0.83703704,0.51214183,0.34065543
5_hallway_4,67070,270,0.00402564,semantic_boundary,ExactKNN,270,0.85185185,0.52420120,0.38979466
5_hallway_4,67070,270,0.00402564,non_boundary,FlashKNN,66800,0.96600299,0.81927255,0.62804303
5_hallway_4,67070,270,0.00402564,non_boundary,ExactKNN,66800,0.97347305,0.92399803,0.75868935
5_hallway_1,224254,774,0.00345144,all,FlashKNN,224254,0.77603967,0.71512819,0.38478034
5_hallway_1,224254,774,0.00345144,all,ExactKNN,224254,0.77661937,0.72774134,0.40480623
5_hallway_1,224254,774,0.00345144,semantic_boundary,FlashKNN,774,0.37338501,0.33503569,0.17972979
5_hallway_1,224254,774,0.00345144,semantic_boundary,ExactKNN,774,0.34754522,0.27838961,0.15894766
5_hallway_1,224254,774,0.00345144,non_boundary,FlashKNN,223480,0.77743422,0.71622583,0.38584234
5_hallway_1,224254,774,0.00345144,non_boundary,ExactKNN,223480,0.77810542,0.72895473,0.40611297
5_office_32,55266,599,0.01083849,all,FlashKNN,55266,0.94828647,0.92739095,0.88964681
5_office_32,55266,599,0.01083849,all,ExactKNN,55266,0.96310571,0.95503472,0.92429404
5_office_32,55266,599,0.01083849,semantic_boundary,FlashKNN,599,0.60767947,0.61462844,0.44786967
5_office_32,55266,599,0.01083849,semantic_boundary,ExactKNN,599,0.61101836,0.64366283,0.45638639
5_office_32,55266,599,0.01083849,non_boundary,FlashKNN,54667,0.95201859,0.93295819,0.89743911
5_office_32,55266,599,0.01083849,non_boundary,ExactKNN,54667,0.96696362,0.96129254,0.93328176
5_hallway_11,51494,126,0.00244689,all,FlashKNN,51494,0.97790034,0.95143289,0.75466417
5_hallway_11,51494,126,0.00244689,all,ExactKNN,51494,0.97339496,0.92756218,0.73201200
5_hallway_11,51494,126,0.00244689,semantic_boundary,FlashKNN,126,0.93650794,0.65819209,0.42123984
5_hallway_11,51494,126,0.00244689,semantic_boundary,ExactKNN,126,0.94444444,0.66101695,0.42327236
5_hallway_11,51494,126,0.00244689,non_boundary,FlashKNN,51368,0.97800187,0.95187408,0.75504446
5_hallway_11,51494,126,0.00244689,non_boundary,ExactKNN,51368,0.97346597,0.92795086,0.73233621
5_hallway_3,82767,430,0.00519531,all,FlashKNN,82767,0.95063250,0.83334423,0.67755776
5_hallway_3,82767,430,0.00519531,all,ExactKNN,82767,0.95638358,0.82261794,0.56836013
5_hallway_3,82767,430,0.00519531,semantic_boundary,FlashKNN,430,0.86511628,0.30918631,0.24550782
5_hallway_3,82767,430,0.00519531,semantic_boundary,ExactKNN,430,0.86046512,0.32048188,0.21757782
5_hallway_3,82767,430,0.00519531,non_boundary,FlashKNN,82337,0.95107910,0.83456213,0.67883652
5_hallway_3,82767,430,0.00519531,non_boundary,ExactKNN,82337,0.95688451,0.82366358,0.56933418
5_WC_2,42964,467,0.01086957,all,FlashKNN,42964,0.87987618,0.90690251,0.70309910
5_WC_2,42964,467,0.01086957,all,ExactKNN,42964,0.93866958,0.94935771,0.65067568
5_WC_2,42964,467,0.01086957,semantic_boundary,FlashKNN,467,0.57815846,0.63699964,0.27770600
5_WC_2,42964,467,0.01086957,semantic_boundary,ExactKNN,467,0.54603854,0.64749501,0.29086482
5_WC_2,42964,467,0.01086957,non_boundary,FlashKNN,42497,0.88319175,0.90910696,0.70639143
5_WC_2,42964,467,0.01086957,non_boundary,ExactKNN,42497,0.94298421,0.95259533,0.65490948
5_office_25,43274,593,0.01370338,all,FlashKNN,43274,0.92101493,0.91316664,0.85275347
5_office_25,43274,593,0.01370338,all,ExactKNN,43274,0.90978417,0.86403157,0.67334020
5_office_25,43274,593,0.01370338,semantic_boundary,FlashKNN,593,0.64080944,0.59924342,0.44077567
5_office_25,43274,593,0.01370338,semantic_boundary,ExactKNN,593,0.61045531,0.55480217,0.40209240
5_office_25,43274,593,0.01370338,non_boundary,FlashKNN,42681,0.92490804,0.91728230,0.85889723
5_office_25,43274,593,0.01370338,non_boundary,ExactKNN,42681,0.91394297,0.86870491,0.67873405
5_office_21,135310,1062,0.00784864,all,FlashKNN,135310,0.93677481,0.92555886,0.85992250
5_office_21,135310,1062,0.00784864,all,ExactKNN,135310,0.94517774,0.93432067,0.86704452
5_office_21,135310,1062,0.00784864,semantic_boundary,FlashKNN,1062,0.74764595,0.67063343,0.49115003
5_office_21,135310,1062,0.00784864,semantic_boundary,ExactKNN,1062,0.78248588,0.70244992,0.52899934
5_office_21,135310,1062,0.00784864,non_boundary,FlashKNN,134248,0.93827096,0.92771506,0.86334389
5_office_21,135310,1062,0.00784864,non_boundary,ExactKNN,134248,0.94646475,0.93641988,0.87004338
5_conferenceRoom_1,68999,529,0.00766678,all,FlashKNN,68999,0.95475297,0.93578608,0.91663565
5_conferenceRoom_1,68999,529,0.00766678,all,ExactKNN,68999,0.95082537,0.93170214,0.89944813
5_conferenceRoom_1,68999,529,0.00766678,semantic_boundary,FlashKNN,529,0.54820416,0.61539001,0.39320285
5_conferenceRoom_1,68999,529,0.00766678,semantic_boundary,ExactKNN,529,0.54442344,0.62438761,0.37374272
5_conferenceRoom_1,68999,529,0.00766678,non_boundary,FlashKNN,68470,0.95789397,0.93959960,0.92249104
5_conferenceRoom_1,68999,529,0.00766678,non_boundary,ExactKNN,68470,0.95396524,0.93530313,0.90525087
5_office_39,65741,748,0.01137798,all,FlashKNN,65741,0.94015911,0.83866352,0.72749669
5_office_39,65741,748,0.01137798,all,ExactKNN,65741,0.92993718,0.82460963,0.71092623
5_office_39,65741,748,0.01137798,semantic_boundary,FlashKNN,748,0.66844920,0.49825677,0.40102445
5_office_39,65741,748,0.01137798,semantic_boundary,ExactKNN,748,0.67513369,0.46596367,0.33711198
5_office_39,65741,748,0.01137798,non_boundary,FlashKNN,64993,0.94328620,0.84230036,0.73248745
5_office_39,65741,748,0.01137798,non_boundary,ExactKNN,64993,0.93286969,0.82824800,0.71558623
5_pantry_1,47290,417,0.00881793,all,FlashKNN,47290,0.71956016,0.77206284,0.42987934
5_pantry_1,47290,417,0.00881793,all,ExactKNN,47290,0.75741171,0.80243828,0.39118453
5_pantry_1,47290,417,0.00881793,semantic_boundary,FlashKNN,417,0.80815348,0.76346983,0.34405908
5_pantry_1,47290,417,0.00881793,semantic_boundary,ExactKNN,417,0.77937650,0.67461386,0.31623564
5_pantry_1,47290,417,0.00881793,non_boundary,FlashKNN,46873,0.71877200,0.77247655,0.43048902
5_pantry_1,47290,417,0.00881793,non_boundary,ExactKNN,46873,0.75721631,0.80316943,0.39196929
5_office_13,71403,1189,0.01665196,all,FlashKNN,71403,0.92938672,0.91950724,0.87304328
5_office_13,71403,1189,0.01665196,all,ExactKNN,71403,0.92996093,0.90411692,0.78456438
5_office_13,71403,1189,0.01665196,semantic_boundary,FlashKNN,1189,0.59125315,0.49359250,0.34054427
5_office_13,71403,1189,0.01665196,semantic_boundary,ExactKNN,1189,0.53153911,0.45039269,0.30959956
5_office_13,71403,1189,0.01665196,non_boundary,FlashKNN,70214,0.93511266,0.92519132,0.88151000
5_office_13,71403,1189,0.01665196,non_boundary,ExactKNN,70214,0.93670778,0.91036021,0.79320047
5_office_19,110821,1085,0.00979056,all,FlashKNN,110821,0.88741304,0.89738010,0.61546246
5_office_19,110821,1085,0.00979056,all,ExactKNN,110821,0.87190153,0.87682308,0.59707204
5_office_19,110821,1085,0.00979056,semantic_boundary,FlashKNN,1085,0.64516129,0.46773415,0.29854110
5_office_19,110821,1085,0.00979056,semantic_boundary,ExactKNN,1085,0.66267281,0.46776671,0.29675802
5_office_19,110821,1085,0.00979056,non_boundary,FlashKNN,109736,0.88980827,0.90184112,0.61962766
5_office_19,110821,1085,0.00979056,non_boundary,ExactKNN,109736,0.87397026,0.88075600,0.60081474
5_hallway_12,51228,223,0.00435309,all,FlashKNN,51228,0.99098149,0.96700931,0.96282468
5_hallway_12,51228,223,0.00435309,all,ExactKNN,51228,0.98360272,0.93335049,0.91690169
5_hallway_12,51228,223,0.00435309,semantic_boundary,FlashKNN,223,0.89686099,0.50316527,0.37488727
5_hallway_12,51228,223,0.00435309,semantic_boundary,ExactKNN,223,0.86995516,0.28716620,0.20452489
5_hallway_12,51228,223,0.00435309,non_boundary,FlashKNN,51005,0.99139300,0.96900436,0.96518897
5_hallway_12,51228,223,0.00435309,non_boundary,ExactKNN,51005,0.98409960,0.93624590,0.91965775
5_WC_1,47349,466,0.00984181,all,FlashKNN,47349,0.92701007,0.94320207,0.89599379
5_WC_1,47349,466,0.00984181,all,ExactKNN,47349,0.92660880,0.94182836,0.74607044
5_WC_1,47349,466,0.00984181,semantic_boundary,FlashKNN,466,0.79184549,0.64336128,0.50501381
5_WC_1,47349,466,0.00984181,semantic_boundary,ExactKNN,466,0.79399142,0.63172029,0.51094033
5_WC_1,47349,466,0.00984181,non_boundary,FlashKNN,46883,0.92835356,0.94420330,0.89765496
5_WC_1,47349,466,0.00984181,non_boundary,ExactKNN,46883,0.92792697,0.94281245,0.74732511
5_office_34,61587,922,0.01497069,all,FlashKNN,61587,0.87797750,0.86289654,0.80193058
5_office_34,61587,922,0.01497069,all,ExactKNN,61587,0.87669476,0.86285112,0.73246819
5_office_34,61587,922,0.01497069,semantic_boundary,FlashKNN,922,0.57049892,0.49572592,0.34878257
5_office_34,61587,922,0.01497069,semantic_boundary,ExactKNN,922,0.58459870,0.48803473,0.35298713
5_office_34,61587,922,0.01497069,non_boundary,FlashKNN,60665,0.88265062,0.86768411,0.80794101
5_office_34,61587,922,0.01497069,non_boundary,ExactKNN,60665,0.88113410,0.86725678,0.73755850
5_office_2,59460,606,0.01019173,all,FlashKNN,59460,0.95126135,0.92405517,0.88761086
5_office_2,59460,606,0.01019173,all,ExactKNN,59460,0.95639085,0.93881929,0.89218090
5_office_2,59460,606,0.01019173,semantic_boundary,FlashKNN,606,0.63696370,0.51479022,0.35945248
5_office_2,59460,606,0.01019173,semantic_boundary,ExactKNN,606,0.67161716,0.55994071,0.40729785
5_office_2,59460,606,0.01019173,non_boundary,FlashKNN,58854,0.95449757,0.92867269,0.89442778
5_office_2,59460,606,0.01019173,non_boundary,ExactKNN,58854,0.95932307,0.94253017,0.89771667
5_office_30,32894,424,0.01288989,all,FlashKNN,32894,0.96987293,0.95626061,0.92666023
5_office_30,32894,424,0.01288989,all,ExactKNN,32894,0.96932571,0.95366038,0.83308349
5_office_30,32894,424,0.01288989,semantic_boundary,FlashKNN,424,0.76650943,0.67394836,0.54678072
5_office_30,32894,424,0.01288989,semantic_boundary,ExactKNN,424,0.75235849,0.63566735,0.51188410
5_office_30,32894,424,0.01288989,non_boundary,FlashKNN,32470,0.97252849,0.96022824,0.93219677
5_office_30,32894,424,0.01288989,non_boundary,ExactKNN,32470,0.97215892,0.95805811,0.83856753
5_office_4,56347,471,0.00835892,all,FlashKNN,56347,0.96448791,0.93825994,0.89794783
5_office_4,56347,471,0.00835892,all,ExactKNN,56347,0.96864074,0.94979766,0.90483094
5_office_4,56347,471,0.00835892,semantic_boundary,FlashKNN,471,0.60509554,0.55096531,0.41566346
5_office_4,56347,471,0.00835892,semantic_boundary,ExactKNN,471,0.63694268,0.51505072,0.38324787
5_office_4,56347,471,0.00835892,non_boundary,FlashKNN,55876,0.96751736,0.94334115,0.90450531
5_office_4,56347,471,0.00835892,non_boundary,ExactKNN,55876,0.97143675,0.95447139,0.91060573
5_office_1,57088,686,0.01201654,all,FlashKNN,57088,0.94692405,0.90759658,0.79740041
5_office_1,57088,686,0.01201654,all,ExactKNN,57088,0.94030269,0.90124257,0.78793703
5_office_1,57088,686,0.01201654,semantic_boundary,FlashKNN,686,0.56413994,0.57811267,0.35572302
5_office_1,57088,686,0.01201654,semantic_boundary,ExactKNN,686,0.57142857,0.54204318,0.36677949
5_office_1,57088,686,0.01201654,non_boundary,FlashKNN,56402,0.95157973,0.91345531,0.80587906
5_office_1,57088,686,0.01201654,non_boundary,ExactKNN,56402,0.94478919,0.90692793,0.79597323
5_office_22,54060,551,0.01019238,all,FlashKNN,54060,0.93422124,0.87179981,0.81840518
5_office_22,54060,551,0.01019238,all,ExactKNN,54060,0.93694044,0.88067431,0.76026017
5_office_22,54060,551,0.01019238,semantic_boundary,FlashKNN,551,0.78039927,0.66562636,0.47469034
5_office_22,54060,551,0.01019238,semantic_boundary,ExactKNN,551,0.77495463,0.68421358,0.48213843
5_office_22,54060,551,0.01019238,non_boundary,FlashKNN,53509,0.93580519,0.87402278,0.82129127
5_office_22,54060,551,0.01019238,non_boundary,ExactKNN,53509,0.93860846,0.88283044,0.76304842
5_office_42,58240,613,0.01052541,all,FlashKNN,58240,0.93243475,0.91672892,0.85166714
5_office_42,58240,613,0.01052541,all,ExactKNN,58240,0.92242445,0.90697090,0.83130280
5_office_42,58240,613,0.01052541,semantic_boundary,FlashKNN,613,0.61337684,0.58833119,0.42831550
5_office_42,58240,613,0.01052541,semantic_boundary,ExactKNN,613,0.66721044,0.63223212,0.48742253
5_office_42,58240,613,0.01052541,non_boundary,FlashKNN,57627,0.93582869,0.92127009,0.85859014
5_office_42,58240,613,0.01052541,non_boundary,ExactKNN,57627,0.92513926,0.91021154,0.83672604
5_storage_3,13119,94,0.00716518,all,FlashKNN,13119,0.87483802,0.86316785,0.69949146
5_storage_3,13119,94,0.00716518,all,ExactKNN,13119,0.87506670,0.88156032,0.71246289
5_storage_3,13119,94,0.00716518,semantic_boundary,FlashKNN,94,0.87234043,0.70377778,0.59492997
5_storage_3,13119,94,0.00716518,semantic_boundary,ExactKNN,94,0.88297872,0.75377778,0.63665158
5_storage_3,13119,94,0.00716518,non_boundary,FlashKNN,13025,0.87485605,0.86311946,0.69998541
5_storage_3,13119,94,0.00716518,non_boundary,ExactKNN,13025,0.87500960,0.88132549,0.71291645
5_office_27,50815,699,0.01375578,all,FlashKNN,50815,0.93149661,0.89637992,0.86079170
5_office_27,50815,699,0.01375578,all,ExactKNN,50815,0.92647840,0.88907127,0.84756487
5_office_27,50815,699,0.01375578,semantic_boundary,FlashKNN,699,0.59942775,0.56243295,0.41376781
5_office_27,50815,699,0.01375578,semantic_boundary,ExactKNN,699,0.60515021,0.54984857,0.41768697
5_office_27,50815,699,0.01375578,non_boundary,FlashKNN,50116,0.93612818,0.90222664,0.86943075
5_office_27,50815,699,0.01375578,non_boundary,ExactKNN,50116,0.93096017,0.89456200,0.85554184
